Session_id,Start_time,Peak_viewers,Gifts_from_viewers,Number_of_products,Number_of_goods_sold,Total_sales_amount,Duration,Views,Average_number_of_online_viewers,Number_of_likes,Number_of_new_followers,Fan Conversion Ratio,Number_of_new_fans,Per_customer_transaction,UV,Sales_conversion_value_ratio,Average_length_of_stay,Name,Host_category,Occupation,Date
136,8/30/21 8:25,11330,19631,35,5845,1589577,3hours22minutes28seconds,618025,5712,989984,5139,0.83%,4794,271.96,2.58,0.95%,1minutes55seconds,Liu Yuanyuan,K,Television Presenter,8/30/21
137,8/28/21 19:55,10850,8633,49,21340,5061369.54,3hours58minutes45seconds,1028181,6035,305963,2701,0.26%,0,237.18,4.92,2.08%,1minutes27seconds,Liu Yuanyuan,K,Television Presenter,8/28/21
138,8/28/21 13:43,10806,6110,32,16487,1040149.2,2hours24minutes11seconds,537932,5312,194287,2129,0.40%,538,63.09,1.93,3.06%,1minutes29seconds,Liu Yuanyuan,K,Television Presenter,8/28/21
139,8/28/21 10:39,11982,9005,34,11900,1158342.42,2hours40minutes12seconds,536865,5260,351486,2221,0.41%,1080,97.34,2.16,2.22%,1minutes37seconds,Liu Yuanyuan,K,Television Presenter,8/28/21
140,8/28/21 8:15,9426,4624,16,4537,854154.96,1hours26minutes48seconds,311335,5389,161130,1303,0.42%,464,188.26,2.75,1.46%,1minutes36seconds,Liu Yuanyuan,K,Television Presenter,8/28/21
141,8/26/21 20:20,14205,22379,29,29946,2388425.8,3hours42minutes16seconds,1407413,9453,880149,7611,0.54%,0,79.76,1.7,2.13%,1minutes34seconds,Liu Yuanyuan,K,Television Presenter,8/26/21
142,8/26/21 12:18,20061,29027,47,34435,2822360.88,4hours24minutes30seconds,1705135,10720,1391826,13010,0.76%,7763,81.96,1.66,2.02%,1minutes42seconds,Liu Yuanyuan,K,Television Presenter,8/26/21
143,8/26/21 12:13,738,4,1,0,0,1minutes1seconds,738,0,178,0,0.00%,0, ,0, ,,Liu Yuanyuan,K,Television Presenter,8/26/21
144,8/26/21 8:06,14042,25605,27,19342,1895647.14,3hours22minutes53seconds,975107,8571,1918061,9041,0.93%,6723,98.01,1.95,1.98%,1minutes50seconds,Liu Yuanyuan,K,Television Presenter,8/26/21
145,8/25/21 11:35,7986,6497,20,9371,811219.12,2hours29minutes45seconds,548123,5614,254300,3500,0.64%,1342,86.57,1.48,1.71%,1minutes34seconds,Liu Yuanyuan,K,Television Presenter,8/25/21
146,8/24/21 11:25,9211,0,31,16260,1231875.66,3hours40minutes42seconds,898759,6826,367137,7188,0.80%,1948,75.76,1.37,1.81%,1minutes42seconds,Liu Yuanyuan,K,Television Presenter,8/24/21
147,8/23/21 20:05,15191,0,31,21400,1893872.55,3hours31minutes39seconds,1510671,11211,485595,9766,0.65%,1789,88.5,1.25,1.42%,1minutes37seconds,Liu Yuanyuan,K,Television Presenter,8/23/21
148,8/23/21 8:15,11031,31938,44,30984,3014199.36,7hours22minutes,1919748,7572,1646974,12836,0.67%,7792,97.28,1.57,1.61%,1minutes46seconds,Liu Yuanyuan,K,Television Presenter,8/23/21
149,8/22/21 10:49,7659,12654,33,10919,1001155.06,4hours38minutes41seconds,1048033,5519,439575,7066,0.67%,1899,91.69,0.96,1.04%,1minutes29seconds,Liu Yuanyuan,K,Television Presenter,8/22/21
150,8/21/21 8:37,6007,9569,22,6664,758392.05,3hours34minutes46seconds,440179,3010,361730,1507,0.34%,956,113.8,1.73,1.51%,1minutes50seconds,Liu Yuanyuan,K,Television Presenter,8/21/21
151,8/20/21 13:39,9996,3587,37,10609,647116.62,2hours41minutes36seconds,409506,4220,299805,1091,0.27%,417,61,1.58,2.59%,1minutes43seconds,Liu Yuanyuan,K,Television Presenter,8/20/21
152,8/20/21 8:37,8790,5389,47,26708,1396116.67,3hours53minutes28seconds,623682,4984,268233,1975,0.32%,435,52.27,2.24,4.28%,1minutes54seconds,Liu Yuanyuan,K,Television Presenter,8/20/21
153,8/18/21 10:19,10473,11200,33,20704,2008503.39,3hours8minutes9seconds,737429,6503,436741,2882,0.39%,1828,97.01,2.73,2.81%,1minutes42seconds,Liu Yuanyuan,K,Television Presenter,8/18/21
154,8/17/21 19:14,21657,55037,63,67272,5268585.47,5hours9seconds,2590155,14798,5097725,18891,0.73%,18029,78.32,2.04,2.60%,1minutes44seconds,Liu Yuanyuan,K,Television Presenter,8/17/21
155,8/17/21 7:51,21323,74145,72,151584,13281943.64,8hours7minutes30seconds,2869101,11801,5450054,29394,1.02%,26067,87.62,4.63,5.28%,2minutes2seconds,Liu Yuanyuan,K,Television Presenter,8/17/21
156,8/16/21 19:03,9685,12091,25,12977,1387374.25,2hours54minutes1seconds,656104,6027,521094,2012,0.31%,1642,106.91,2.12,1.98%,1minutes39seconds,Liu Yuanyuan,K,Television Presenter,8/16/21
157,8/16/21 11:46,9402,6757,21,16183,1566657.5,2hours28minutes40seconds,624252,7132,266635,2307,0.37%,1008,96.81,2.51,2.59%,1minutes46seconds,Liu Yuanyuan,K,Television Presenter,8/16/21
158,8/16/21 8:16,13391,10972,31,29811,2354352.17,3hours10minutes29seconds,792726,8131,535842,4718,0.60%,2106,78.98,2.97,3.76%,2minutes1seconds,Liu Yuanyuan,K,Television Presenter,8/16/21
159,8/15/21 8:28,21617,26586,79,113900,20331370.21,6hours17minutes45seconds,2942828,15604,1015651,39245,1.33%,7304,178.5,6.91,3.87%,2minutes1seconds,Liu Yuanyuan,K,Television Presenter,8/15/21
160,8/14/21 20:26,15440,28872,36,23189,7256381.07,4hours31minutes49seconds,1394555,9726,1557542,6810,0.49%,7191,312.92,5.21,1.66%,1minutes56seconds,Liu Yuanyuan,K,Television Presenter,8/14/21
161,8/14/21 8:15,16379,75969,53,41292,12881057.36,8hours45minutes36seconds,2522201,10122,5588175,17549,0.70%,21530,311.95,5.11,1.64%,2minutes8seconds,Liu Yuanyuan,K,Television Presenter,8/14/21
162,8/13/21 8:19,7406,13270,32,19712,1271239.11,4hours46minutes26seconds,854281,4992,462082,6557,0.77%,3202,64.49,1.49,2.31%,1minutes42seconds,Liu Yuanyuan,K,Television Presenter,8/13/21
163,8/12/21 8:32,8909,17599,36,25424,2011069.39,5hours58minutes16seconds,1177557,5617,691911,8559,0.73%,3759,79.1,1.71,2.16%,1minutes44seconds,Liu Yuanyuan,K,Television Presenter,8/12/21
164,8/11/21 11:24,9038,9642,29,10111,1067358.7,4hours3minutes42seconds,874516,5619,404637,3380,0.39%,1623,105.56,1.22,1.16%,1minutes36seconds,Liu Yuanyuan,K,Television Presenter,8/11/21
165,8/10/21 10:22,8676,6403,28,9163,619542.4,2hours42minutes41seconds,578171,5525,678596,1949,0.34%,965,67.61,1.07,1.58%,1minutes33seconds,Liu Yuanyuan,K,Television Presenter,8/10/21
166,8/10/21 10:08,38744,0,4,0,0,7minutes7seconds,38744,0,33192,61,0.16%,0, ,0, ,,Liu Yuanyuan,K,Television Presenter,8/10/21
167,8/9/21 19:24,13735,8061,29,12136,2262546.5,3hours57minutes34seconds,1025411,6970,474949,4105,0.40%,290,186.43,2.21,1.18%,1minutes37seconds,Liu Yuanyuan,K,Television Presenter,8/9/21
168,8/9/21 9:56,14178,19273,37,15649,3929615.6,4hours14minutes36seconds,1252695,9194,1022982,7075,0.56%,5293,251.11,3.14,1.25%,1minutes54seconds,Liu Yuanyuan,K,Television Presenter,8/9/21
169,8/9/21 8:12,15435,11027,12,2359,912988.2,42minutes58seconds,237072,10067,497434,2807,1.18%,592,387.02,3.86,1.00%,1minutes59seconds,Liu Yuanyuan,K,Television Presenter,8/9/21
170,8/8/21 20:21,16532,11478,26,18481,1138812.9,2hours7minutes38seconds,784262,9575,687511,3326,0.42%,2117,61.62,1.45,2.36%,1minutes37seconds,Liu Yuanyuan,K,Television Presenter,8/8/21
171,8/8/21 8:19,13631,61668,68,83044,5446140.5,9hours18minutes28seconds,2688130,9053,3772777,18853,0.70%,16675,65.58,2.03,3.09%,1minutes53seconds,Liu Yuanyuan,K,Television Presenter,8/8/21
172,8/7/21 8:41,7343,9861,26,7665,623345.5,3hours13minutes15seconds,370725,3383,286919,1064,0.29%,470,81.32,1.68,2.07%,1minutes48seconds,Liu Yuanyuan,K,Television Presenter,8/7/21
173,8/5/21 20:08,12515,17433,45,28562,4300025.85,3hours31minutes31seconds,1157345,9339,1051232,6769,0.58%,4236,150.55,3.72,2.47%,1minutes44seconds,Liu Yuanyuan,K,Television Presenter,8/5/21
174,8/5/21 13:49,17940,31542,49,63093,4309862.69,3hours42minutes43seconds,1342445,11314,3528051,12392,0.92%,8618,68.31,3.21,4.70%,1minutes53seconds,Liu Yuanyuan,K,Television Presenter,8/5/21
175,8/5/21 8:17,19548,22742,73,36961,6674464.7,4hours17minutes18seconds,1232175,9968,1715395,11300,0.92%,5762,180.58,5.42,3.00%,2minutes7seconds,Liu Yuanyuan,K,Television Presenter,8/5/21
176,8/4/21 8:55,11980,13133,47,20785,1824636.3,5hours48minutes1seconds,841669,4455,1014535,3872,0.46%,2112,87.79,2.17,2.47%,1minutes52seconds,Liu Yuanyuan,K,Television Presenter,8/4/21
177,8/2/21 20:02,29024,90532,53,78718,6588255.19,5hours28seconds,2816444,19059,8573372,31186,1.11%,29725,83.69,2.34,2.79%,2minutes4seconds,Liu Yuanyuan,K,Television Presenter,8/2/21
178,8/2/21 7:59,28929,217265,74,156682,16627377.12,9hours30minutes7seconds,4359001,19851,18370314,71878,1.65%,68775,106.12,3.82,3.59%,2minutes36seconds,Liu Yuanyuan,K,Television Presenter,8/2/21
179,8/1/21 8:57,5585,11801,28,8813,1237110.27,4hours38minutes5seconds,521311,3383,503112,2007,0.38%,2017,140.37,2.38,1.69%,1minutes49seconds,Liu Yuanyuan,K,Television Presenter,8/1/21
180,7/31/21 8:43,6442,5332,30,5635,486925.34,2hours24minutes19seconds,274809,3360,278087,1204,0.44%,677,86.41,1.77,2.05%,1minutes49seconds,Liu Yuanyuan,K,Television Presenter,7/31/21
181,7/30/21 10:50,4869,10871,37,8473,984348.72,4hours22minutes9seconds,548018,3293,408512,2325,0.42%,2856,116.17,1.8,1.55%,1minutes34seconds,Liu Yuanyuan,K,Television Presenter,7/30/21
182,7/29/21 19:53,7615,12663,23,17736,1731632.47,4hours8minutes36seconds,894047,5280,626561,5401,0.60%,2940,97.63,1.94,1.98%,1minutes24seconds,Liu Yuanyuan,K,Television Presenter,7/29/21
183,7/29/21 8:02,9125,33008,32,31822,3748432.67,8hours30minutes14seconds,1455841,5215,1431358,13404,0.92%,8306,117.79,2.58,2.19%,1minutes47seconds,Liu Yuanyuan,K,Television Presenter,7/29/21
184,7/28/21 8:22,4992,13552,35,7282,1327391.08,5hours57minutes47seconds,631720,2988,662548,2907,0.46%,2265,182.28,2.1,1.15%,1minutes42seconds,Liu Yuanyuan,K,Television Presenter,7/28/21
185,7/27/21 8:33,8197,4335,24,6566,338748.96,1hours58minutes9seconds,259901,3294,249585,1235,0.48%,948,51.59,1.31,2.53%,1minutes34seconds,Liu Yuanyuan,K,Television Presenter,7/27/21
186,7/26/21 8:44,8318,15997,60,28117,1594807.34,6hours10minutes47seconds,995284,4238,748860,6740,0.68%,4149,56.72,1.6,2.83%,1minutes35seconds,Liu Yuanyuan,K,Television Presenter,7/26/21
187,7/25/21 8:08,8046,15165,55,25464,1685803.85,6hours19minutes56seconds,1097262,4348,766711,5689,0.52%,4018,66.2,1.54,2.32%,1minutes31seconds,Liu Yuanyuan,K,Television Presenter,7/25/21
188,7/24/21 9:36,9746,14876,42,25370,1482539.82,5hours5minutes41seconds,1045908,5056,622842,7101,0.68%,3660,58.44,1.42,2.43%,1minutes30seconds,Liu Yuanyuan,K,Television Presenter,7/24/21
189,7/23/21 10:16,8150,16078,42,22515,1207347.45,4hours34minutes23seconds,974188,5495,772132,8153,0.84%,3719,53.62,1.24,2.31%,1minutes32seconds,Liu Yuanyuan,K,Television Presenter,7/23/21
190,7/22/21 10:33,6863,8127,28,14732,994732.23,3hours36minutes40seconds,563626,4367,439119,2758,0.49%,825,67.52,1.77,2.61%,1minutes42seconds,Liu Yuanyuan,K,Television Presenter,7/22/21
191,7/21/21 9:45,9796,4445,35,16636,1013319.57,2hours39minutes37seconds,523392,5504,286134,2830,0.54%,694,60.91,1.94,3.18%,1minutes43seconds,Liu Yuanyuan,K,Television Presenter,7/21/21
192,7/20/21 19:56,18908,16010,72,54731,7444398,4hours9minutes46seconds,1623138,11269,1164669,10083,0.62%,3311,136.02,4.59,3.37%,1minutes44seconds,Liu Yuanyuan,K,Television Presenter,7/20/21
193,7/20/21 7:52,25455,80385,73,99257,7336787.72,7hours22minutes24seconds,2742926,13197,10289611,29282,1.07%,23923,73.92,2.68,3.62%,2minutes9seconds,Liu Yuanyuan,K,Television Presenter,7/20/21
194,7/19/21 9:05,8412,12239,41,28718,2014417.9,4hours48minutes3seconds,1024657,5412,919007,5746,0.56%,2857,70.14,1.97,2.80%,1minutes32seconds,Liu Yuanyuan,K,Television Presenter,7/19/21
195,7/18/21 8:50,10367,8953,43,19832,1616508.04,4hours20minutes41seconds,787741,4908,1054305,4983,0.63%,969,81.51,2.05,2.52%,1minutes38seconds,Liu Yuanyuan,K,Television Presenter,7/18/21
196,7/17/21 7:54,11885,14721,67,71060,3107275.6,5hours2minutes57seconds,1106451,6906,1452925,9548,0.86%,1553,43.73,2.81,6.42%,1minutes54seconds,Liu Yuanyuan,K,Television Presenter,7/17/21
197,7/16/21 7:49,12571,22391,94,173623,5619527.69,8hours23minutes26seconds,1820810,8552,4746706,20175,1.11%,3041,32.37,3.09,9.54%,2minutes22seconds,Liu Yuanyuan,K,Television Presenter,7/16/21
198,7/15/21 7:52,25389,55633,58,202478,10273212.48,8hours24minutes6seconds,2923025,14338,5798024,49790,1.70%,12807,50.74,3.52,6.93%,2minutes29seconds,Liu Yuanyuan,K,Television Presenter,7/15/21
199,7/14/21 8:27,10186,18601,33,35505,3713014.63,6hours22minutes39seconds,1271705,6650,3165666,13043,1.03%,2988,104.58,2.92,2.79%,2minutes1seconds,Liu Yuanyuan,K,Television Presenter,7/14/21
200,7/12/21 20:14,23616,43436,42,17822,3487720.17,3hours50minutes11seconds,1773962,14198,3364343,25039,1.41%,5022,195.7,1.97,1.00%,1minutes52seconds,Liu Yuanyuan,K,Television Presenter,7/12/21
201,7/12/21 7:58,31636,160887,82,60986,18050870.9,8hours39minutes56seconds,4134375,17472,17046923,91794,2.22%,45226,295.98,4.37,1.48%,2minutes11seconds,Liu Yuanyuan,K,Television Presenter,7/12/21
202,7/11/21 8:31,8749,7630,39,11055,1397993,4hours16minutes3seconds,580245,4129,1134963,4343,0.75%,1264,126.46,2.41,1.91%,1minutes51seconds,Liu Yuanyuan,K,Television Presenter,7/11/21
203,7/10/21 8:26,6596,9192,42,11323,1983018.9,4hours42minutes56seconds,608863,3919,1058122,6249,1.03%,1717,175.13,3.26,1.86%,1minutes51seconds,Liu Yuanyuan,K,Television Presenter,7/10/21
204,7/9/21 8:16,8613,12099,35,17327,3206559.41,6hours10minutes25seconds,901768,4731,2329009,11245,1.25%,1999,185.06,3.56,1.92%,1minutes58seconds,Liu Yuanyuan,K,Television Presenter,7/9/21
205,7/8/21 8:05,8052,8215,42,18398,2214565.45,5hours47minutes50seconds,731812,3980,720512,6670,0.91%,1513,120.37,3.03,2.51%,1minutes58seconds,Liu Yuanyuan,K,Television Presenter,7/8/21
206,7/7/21 8:03,10510,21078,46,25134,3764854.88,6hours39minutes6seconds,1199553,5914,1846895,16291,1.36%,4811,149.79,3.14,2.10%,2minutes2seconds,Liu Yuanyuan,K,Television Presenter,7/7/21
207,7/6/21 8:27,9879,0,37,17456,2918148.43,5hours41minutes22seconds,975378,5085,1531145,13080,1.34%,1658,167.17,2.99,1.79%,1minutes50seconds,Liu Yuanyuan,K,Television Presenter,7/6/21
208,7/5/21 8:18,11857,13730,43,19413,2948821.56,6hours1minutes22seconds,1226076,6226,1765477,23395,1.91%,2479,151.9,2.41,1.58%,1minutes48seconds,Liu Yuanyuan,K,Television Presenter,7/5/21
209,7/4/21 8:30,13485,15416,33,20841,2562500.01,4hours24minutes43seconds,1049246,7351,2526880,27062,2.58%,2401,122.95,2.44,1.99%,1minutes52seconds,Liu Yuanyuan,K,Television Presenter,7/4/21
210,7/2/21 19:29,14400,31391,54,23219,3024968.25,4hours20minutes31seconds,1275687,9124,3602083,13421,1.05%,11828,130.28,2.37,1.82%,1minutes54seconds,Liu Yuanyuan,K,Television Presenter,7/2/21
211,7/2/21 9:06,31502,117827,53,51307,13142169.06,7hours1minutes47seconds,2561416,14752,16756179,54895,2.14%,46395,256.15,5.14,2.00%,2minutes28seconds,Liu Yuanyuan,K,Television Presenter,7/2/21
212,7/2/21 7:59,33500,36120,30,7939,1621508.05,56minutes33seconds,444927,19690,5834408,13868,3.12%,8709,204.25,3.65,1.78%,2minutes45seconds,Liu Yuanyuan,K,Television Presenter,7/2/21
213,6/30/21 7:56,7433,9761,57,19970,6482038.23,6hours34minutes20seconds,901791,4925,5331000,9545,1.06%,2415,324.59,7.19,2.21%,2minutes9seconds,Liu Yuanyuan,K,Television Presenter,6/30/21
214,6/29/21 8:21,16354,43319,54,64529,5595994.16,9hours5minutes17seconds,2293225,8734,7653413,86785,3.78%,10385,86.72,2.44,2.81%,2minutes6seconds,Liu Yuanyuan,K,Television Presenter,6/29/21
215,6/28/21 8:46,6244,12168,49,18978,2002006.96,4hours57minutes19seconds,751393,4632,3877816,17149,2.28%,2211,105.49,2.67,2.53%,1minutes54seconds,Liu Yuanyuan,K,Television Presenter,6/28/21
216,6/27/21 19:34,5412,4704,67,12445,1056332.71,4hours54minutes43seconds,617111,3061,163623,3084,0.50%,671,84.88,1.71,2.02%,1minutes30seconds,Liu Yuanyuan,K,Television Presenter,6/27/21
217,6/26/21 15:44,2216,172, , , ,13minutes42seconds,23480,1201,12602,102,0.43%,0, ,0, ,1minutes1seconds,Liu Yuanyuan,K,Television Presenter,6/26/21
218,6/26/21 8:57,4664,6610,39,9676,1189620.53,4hours33minutes11seconds,450761,2797,137641,5226,1.16%,960,122.95,2.64,2.15%,1minutes45seconds,Liu Yuanyuan,K,Television Presenter,6/26/21
219,6/26/21 7:43,7912,1254,1,0,0,21minutes5seconds,97441,3980,56840,675,0.69%,0, ,0, ,1minutes4seconds,Liu Yuanyuan,K,Television Presenter,6/26/21
220,6/25/21 8:07,6901,13561,51,22668,2533741.6,7hours21minutes52seconds,771311,3152,205386,12529,1.62%,1402,111.78,3.29,2.94%,1minutes50seconds,Liu Yuanyuan,K,Television Presenter,6/25/21
221,6/24/21 8:11,5880,13620,53,34961,4458027.21,7hours48minutes8seconds,831365,3553,351613,12901,1.55%,3137,127.51,5.36,4.21%,2minutes,Liu Yuanyuan,K,Television Presenter,6/24/21
222,6/23/21 8:18,2851,4765,47,8820,1709259.72,5hours35minutes50seconds,397021,2132,111285,4252,1.07%,879,193.79,4.31,2.22%,1minutes49seconds,Liu Yuanyuan,K,Television Presenter,6/23/21
223,6/22/21 17:44,5064,8590,60,8649,754349.2,4hours21minutes9seconds,488856,2813,72325,2902,0.59%,269,87.22,1.54,1.77%,1minutes32seconds,Liu Yuanyuan,K,Television Presenter,6/22/21
224,6/22/21 8:11,3745,7017,42,13204,2359742.79,5hours53minutes9seconds,538244,2773,161144,8365,1.55%,1658,178.71,4.39,2.45%,1minutes50seconds,Liu Yuanyuan,K,Television Presenter,6/22/21
225,6/21/21 8:05,5496,12217,63,16862,2874732.69,7hours30minutes48seconds,779224,3186,251427,11106,1.43%,2002,170.49,3.69,2.16%,1minutes51seconds,Liu Yuanyuan,K,Television Presenter,6/21/21
226,6/20/21 8:56,4141,5902,44,7759,1454573.14,5hours19minutes49seconds,483069,2549,166470,4752,0.98%,948,187.47,3.01,1.61%,1minutes42seconds,Liu Yuanyuan,K,Television Presenter,6/20/21
227,6/19/21 9:43,2257,1999,40,3207,544325.7,3hours56minutes51seconds,194214,1567,131262,1777,0.91%,311,169.73,2.8,1.65%,2minutes,Liu Yuanyuan,K,Television Presenter,6/19/21
228,6/18/21 21:08,2345,314,9,356,65185,43minutes18seconds,61374,1617,18603,154,0.25%,25,183.1,1.06,0.58%,1minutes17seconds,Liu Yuanyuan,K,Television Presenter,6/18/21
229,6/18/21 13:15,5333,2231,31,4544,965938.54,3hours45minutes17seconds,344006,2451,98355,1946,0.57%,485,212.57,2.81,1.32%,1minutes38seconds,Liu Yuanyuan,K,Television Presenter,6/18/21
230,6/18/21 8:59,4382,6041,42,11654,1052912.17,3hours21minutes27seconds,369834,3470,157399,2524,0.68%,1056,90.35,2.85,3.15%,1minutes55seconds,Liu Yuanyuan,K,Television Presenter,6/18/21
231,6/17/21 11:35,2992,1616,38,5785,354948.42,2hours34minutes30seconds,188952,2123,63709,2109,1.12%,429,61.36,1.88,3.06%,1minutes48seconds,Liu Yuanyuan,K,Television Presenter,6/17/21
232,6/17/21 8:20,5063,2858,42,12523,635787.95,2hours58minutes39seconds,272902,2783,140457,3509,1.29%,795,50.77,2.33,4.59%,1minutes55seconds,Liu Yuanyuan,K,Television Presenter,6/17/21
233,6/16/21 20:40,1906,498,39,970,50340.81,58minutes28seconds,64420,1476,27208,182,0.28%,35,51.9,0.78,1.51%,1minutes31seconds,Liu Yuanyuan,K,Television Presenter,6/16/21
234,6/16/21 8:58,5843,4961,62,19943,1018401.29,4hours59minutes16seconds,416511,2672,143772,6600,1.58%,1251,51.07,2.45,4.79%,1minutes59seconds,Liu Yuanyuan,K,Television Presenter,6/16/21
235,6/15/21 9:10,3173,3622,41,10709,1013262.71,5hours6minutes52seconds,339851,2093,144122,6703,1.97%,948,94.62,2.98,3.15%,1minutes54seconds,Liu Yuanyuan,K,Television Presenter,6/15/21
236,6/14/21 8:22,8721,4420,59,19492,1987492.68,4hours55minutes18seconds,709008,3802,123185,4596,0.65%,1313,101.96,2.8,2.75%,1minutes36seconds,Liu Yuanyuan,K,Television Presenter,6/14/21
237,6/14/21 8:20,0,0, , , ,5seconds,0,0,0,0,0.00%,0, ,0, ,,Liu Yuanyuan,K,Television Presenter,6/14/21
238,6/13/21 19:49,6673,3665,58,16455,1658098.8,4hours10minutes50seconds,764166,4458,136293,3135,0.41%,1011,100.77,2.17,2.15%,1minutes29seconds,Liu Yuanyuan,K,Television Presenter,6/13/21
239,6/13/21 10:20,7394,14904,31,68067,3725811.51,5hours37minutes50seconds,738231,4413,215087,28647,3.88%,6826,54.74,5.05,9.22%,2minutes4seconds,Liu Yuanyuan,K,Television Presenter,6/13/21
240,6/12/21 8:29,2448,4324,68,17760,954749.89,6hours29minutes12seconds,327989,1792,174317,2163,0.66%,760,53.76,2.91,5.41%,2minutes10seconds,Liu Yuanyuan,K,Television Presenter,6/12/21
241,6/11/21 20:32,1722,964,39,2543,125888.33,1hours52minutes22seconds,97757,1447,72701,361,0.37%,169,49.5,1.29,2.60%,1minutes45seconds,Liu Yuanyuan,K,Television Presenter,6/11/21
242,6/11/21 8:39,2689,2629,36,8033,888326.94,5hours1minutes58seconds,269378,1659,137158,2233,0.83%,742,110.58,3.3,2.98%,1minutes52seconds,Liu Yuanyuan,K,Television Presenter,6/11/21
243,6/10/21 8:38,2319,3595,37,10156,1090590.18,5hours47minutes31seconds,317791,1825,178763,3301,1.04%,1311,107.38,3.43,3.20%,2minutes1seconds,Liu Yuanyuan,K,Television Presenter,6/10/21
244,6/9/21 8:28,3861,5152,40,25066,1289307.01,5hours48minutes54seconds,481382,2706,204983,6318,1.31%,2026,51.44,2.68,5.21%,1minutes58seconds,Liu Yuanyuan,K,Television Presenter,6/9/21
245,6/8/21 19:09,1822,1051,34,2081,127318.01,2hours48minutes30seconds,120074,1200,91363,329,0.27%,217,61.18,1.06,1.73%,1minutes43seconds,Liu Yuanyuan,K,Television Presenter,6/8/21
246,6/8/21 9:51,4147,1653,20,1853,274846.51,1hours48minutes21seconds,138007,1979,91874,916,0.66%,474,148.33,1.99,1.34%,1minutes36seconds,Liu Yuanyuan,K,Television Presenter,6/8/21
247,6/7/21 21:21,4859,2004,25,1232,171461.7,1hours7minutes34seconds,171235,2977,40027,491,0.29%,75,139.17,1,0.72%,1minutes14seconds,Liu Yuanyuan,K,Television Presenter,6/7/21
248,6/7/21 8:35,6610,7177,54,17035,2807820.07,8hours18minutes53seconds,938985,3124,253048,6881,0.73%,1847,164.83,2.99,1.81%,1minutes39seconds,Liu Yuanyuan,K,Television Presenter,6/7/21
249,6/6/21 22:54,5846,4037,29,5871,1003897.93,2hours9minutes9seconds,314340,4144,161799,1846,0.59%,775,170.99,3.19,1.87%,1minutes44seconds,Liu Yuanyuan,K,Television Presenter,6/6/21
250,6/6/21 9:39,2259,5274,71,16156,735156.5,5hours48minutes6seconds,285571,1760,229737,3170,1.11%,1195,45.5,2.58,5.66%,2minutes9seconds,Liu Yuanyuan,K,Television Presenter,6/6/21
251,6/5/21 9:36,1993,4859,43,8766,737601.95,5hours40minutes10seconds,245067,1609,162334,2307,0.94%,1150,84.14,3.01,3.58%,2minutes14seconds,Liu Yuanyuan,K,Television Presenter,6/5/21
252,6/4/21 20:35,1332,352,24,604,44689.9,51minutes18seconds,38547,1087,23533,177,0.46%,41,73.99,1.16,1.57%,1minutes32seconds,Liu Yuanyuan,K,Television Presenter,6/4/21
253,6/4/21 8:59,2816,3903,49,11226,1166538.63,5hours12minutes10seconds,279903,2073,170181,3713,1.33%,1241,103.91,4.17,4.01%,2minutes20seconds,Liu Yuanyuan,K,Television Presenter,6/4/21
254,6/3/21 13:10,3879,1125,33,6026,418112.1,1hours52minutes38seconds,130042,2737,61128,912,0.70%,190,69.38,3.22,4.63%,2minutes24seconds,Liu Yuanyuan,K,Television Presenter,6/3/21
255,6/3/21 8:26,4907,3633,44,17942,1192210.3,3hours49minutes50seconds,263479,3222,182730,2610,0.99%,968,66.45,4.53,6.81%,2minutes51seconds,Liu Yuanyuan,K,Television Presenter,6/3/21
256,6/2/21 20:48,2430,2117,50,4547,305791.68,2hours54minutes5seconds,169448,1851,109884,521,0.31%,314,67.25,1.81,2.68%,1minutes56seconds,Liu Yuanyuan,K,Television Presenter,6/2/21
