Video_content,Release_time,The_video_duration,Estimated_Sales_volume_(pieces),Estimated_sales_amount,Number_of_likes,Number_of_comments,Number_of_reposts,Name
买包少踩雷 #中古 #二手 #vintage 真的不是一回事！！！#奢侈品 #干货,07-19 19:46:25,1分40秒,--,--,12862,360,829,Zi An
赶个末班车...这个妆够#钓系嘛 #心跳多久浪漫多久,07-14 21:57:11,9秒,--,--,3930,228,75,Zi An
#包包“跟风”入爆款？千万别做冤大头！#奢侈品 #包包推荐 #包包控,07-13 19:41:25,53秒,--,--,6660,292,431,Zi An
“奢品柜姐”会全价入的大牌！给家人们扒到了！不打折也要买！（不能白加那么多SA #奢侈品  #大牌  #时尚,07-08 21:22:54,1分52秒,--,--,12110,527,1275,Zi An
爱M仕Birkin入门级购M攻略！ #奢侈品  #包包推荐  #开箱,07-06 20:27:57,1分34秒,--,--,3138,188,104,Zi An
毕业党如何挑选自己的第一支大牌包？时髦打工人速来！ #包包推荐 #奢侈品 #包包控 #时尚,07-05 20:08:15,1分14秒,--,--,14486,539,646,Zi An
不同专业#大学生穿搭 家人们看我穿的像嘛#时髦精 你们最喜欢哪一套呢？#夏日穿搭,07-02 19:31:07,16秒,--,--,14311,608,277,Zi An
五折抢到爱M仕 贵妇面膜白菜价  还有长腿秘籍?? 腿粗腿弯有救啦！ #开箱#靴子#一千个尝新的理由,06-30 18:30:31,2分36秒,--,--,6097,448,110,Zi An
开箱开箱！不开箱新品变旧品啦！这才是我的开箱正常发挥嘛～#开箱#种草,06-25 20:11:40,3分1秒,--,--,1596,213,26,Zi An
护肤这件事吧～首先你得沉浸进去这样才（毫）有（无）效（依）果（据）～记得每天都要好好护肤哦～#沉浸式护肤#护肤,06-20 19:00:00,36秒,--,--,3402,215,86,Zi An
SOS！每周连续五天带妆深夜下播，我的皮肤都经历了什么？看本仙女如何“妙手回春”#熬夜急救#紧急修复#急救护肤,06-17 18:54:32,1分33秒,--,--,8897,477,236,Zi An
千呼万唤！问我那么多次的口红色号来啦！今天统一给你们盘一盘～#口红#色号#显白口红 #抖音618好物节,06-09 17:57:45,1分12秒,--,--,5665,155,161,Zi An
变白三度我都经历了什么？今天就来给你们揭秘一下～为了让你们夏天都白成一道光我拼了！#美白#防晒#冷白皮,06-06 19:29:32,1分11秒,--,--,8297,390,253,Zi An
《黑粉头子的反击》第一季～哼～六一儿童节谁还不是个宝宝了，还不许人家嘴瓢了？#六一儿童节 #谁还不是个宝宝,06-01 18:11:31,55秒,--,--,1041,67,21,Zi An
,,,,,,,,
努力做一个，为自己生活制定路线的人！#舒畅 #你们的万能畅 #爱豆有效营业大赏 #又美又飒 #气质女神,08-31 19:50:05,20秒,--,--,39972,1030,242,Shu Chang
#干啥啥不行  吃饭第一名,08-31 17:35:11,20秒,--,--,128833,3459,1458,Shu Chang
#黄金比例脸 这是什么鬼,08-30 16:23:28,15秒,--,--,59295,1679,313,Shu Chang
#魔幻手机3备案 #魔幻手机 #舒畅 好怀念呀??,08-27 11:30:11,17秒,--,--,50696,2855,717,Shu Chang
我的沉浸式卸妆?? #我的护肤日常 #沉浸式卸妆 #卸妆前后对比,08-26 16:33:48,1分22秒,--,--,57122,4570,651,Shu Chang
#你长得让我很意外 #土味情话 好有趣哈哈,08-24 20:39:01,10秒,--,--,34074,771,1190,Shu Chang
平安喜乐，愿如你愿，快快说出你的秋日愿望~#人间烟火定格照 #人间烟火穿搭挑战,08-23 16:36:37,6秒,--,--,194166,4403,1165,Shu Chang
你觉得，这样选是最合适的吗？#舒畅 #内容过于真实 #情感 #你们的万能畅,08-22 16:07:22,19秒,--,--,32687,1262,743,Shu Chang
看来我们还是很有默契的，再来一遍，保准踢对～#舒畅 #薇娅 #品质大牌日 #高能踢腿慢动作,08-22 12:14:43,14秒,--,--,426712,10825,2822,Shu Chang
让我看看有多少个“近视眼”的小仙女，来讲讲土味情话吧～～#舒畅 #土味情话 #你们的万能畅,08-22 11:02:37,22秒,--,--,20949,630,116,Shu Chang
#这里是中国邮政 #中国力量 幸福??感恩??????,08-18 13:11:39,17秒,--,--,58932,1788,408,Shu Chang
"15岁的我在雪山拍摄《连城诀》,在非典肆虐下,还经历了雪崩和“生死状”,更珍惜每一天 #一张照片背后的故事",08-17 02:43:37,8秒,--,--,244866,11791,696,Shu Chang
为什么拜堂后不让掀盖头？明月你解释一下 #舒畅 #你们的万能畅 #爱豆有效营业大赏 #古装,08-15 12:04:08,38秒,--,--,36833,778,147,Shu Chang
让我看看准备好什么了 #舒畅 #你们的万能畅 #爱豆有效营业大赏,08-15 09:31:44,19秒,--,--,19113,1097,232,Shu Chang
音乐来的太是时候了 #舒畅 #爱豆有效营业大赏 #舞蹈变装,08-14 20:00:38,17秒,--,--,22142,828,179,Shu Chang
傻妞这丫头居然带我来这里 #舒畅 #爱豆有效营业大赏 #七夕星动大赏,08-14 16:30:08,43秒,--,--,212844,4122,1565,Shu Chang
一人一句，七夕适合跟我合拍哦 #舒畅 #爱豆有效营业大赏 #七夕怎么过,08-13 18:33:44,23秒,--,--,139957,3921,1073,Shu Chang
不闹了，正经营业！#舒畅 #你们的万能畅 #爱豆有效营业大赏 #才艺展示,08-12 12:47:54,18秒,--,--,50778,1402,382,Shu Chang
想看我更多才艺吗？#舒畅 #你们的万能畅 #爱豆有效营业大赏,08-12 10:00:24,17秒,--,--,161378,4437,1070,Shu Chang
怎么回事？这就穿越了？#舒畅 #你们的万能畅 #爱豆有效营业大赏,08-11 20:00:07,25秒,--,--,61983,2280,243,Shu Chang
弹琴唱歌太简单了 #舒畅 #你们的万能畅 #爱豆有效营业大赏,08-11 16:30:55,42秒,--,--,15481,640,134,Shu Chang
#爱生活爱唱歌 #爱唱歌的我 #抖音818新潮好物节 #爱豆有效营业大赏,08-10 11:48:08,47秒,--,--,18657,696,131,Shu Chang
是有点轻而易举了…@石智勇奥运冠军 #舒畅 #石智勇 #举重,08-09 21:22:53,45秒,--,--,10749,390,99,Shu Chang
太好玩了，还想看我变什么？评论告诉我 #舒畅 #秒切游戏脸 #全民变型记 #你们的万能畅,08-08 17:00:11,7秒,--,--,15801,509,90,Shu Chang
猝不及防就被抓来了～#舒畅 #爱豆有效营业大赏 #你们的万能畅 #演技派,08-08 14:00:04,16秒,--,--,18469,618,132,Shu Chang
这件衣服好看吗？#舒畅 #你们的万能畅 #礼服,08-08 11:00:38,12秒,--,--,66776,2752,841,Shu Chang
睡醒了吗？就等你了 #舒畅 #变装 #你们的万能畅 #旗袍,08-08 09:30:25,21秒,--,--,17022,386,115,Shu Chang
想对你说的话，放在最后了。 #舒畅 #你们的万能畅 #礼服,08-07 20:00:11,21秒,--,--,23302,975,251,Shu Chang
2003年和2021年，有变化吗？ #舒畅 #演技派 #青春期对我的影响有多大,08-07 17:00:04,7秒,--,--,17098,791,92,Shu Chang
这招真管用，不要轻易尝试哦 #舒畅 #演技派 #你们的万能畅 #古装,08-06 21:00:14,42秒,--,--,31069,600,191,Shu Chang
,08-06 12:36:49,10秒,--,--,108436,3291,716,Shu Chang
哪个是你丢的呢？#舒畅 #爱豆有效营业 #你们的万能畅,08-05 11:30:25,19秒,--,--,52187,1085,319,Shu Chang
猜猜我这次的角色是什么？#舒畅 #爱豆有效营业 #你们的万能畅 #演技派,08-05 10:37:52,47秒,--,--,15201,707,117,Shu Chang
"此等美景,何不同享？#舒畅 #你们的万能畅 #娘子 #古装",08-04 20:00:25,41秒,--,--,8688,320,57,Shu Chang
你们喜欢哪款男友？评论告诉我哦 #舒畅 #古装 #女扮男装 #选男友的标准,08-04 17:00:24,23秒,--,--,23597,566,139,Shu Chang
与赵老师的合拍，小生这厢有礼了 #舒畅 #合唱 #白娘子许仙 #你们的万能畅,08-03 17:04:01,43秒,--,--,169616,3775,775,Shu Chang
想要get同款吗？#舒畅#你们的万能畅#变装,07-31 14:22:36,18秒,--,--,35258,1300,218,Shu Chang
非直播时间我都在干嘛#爱豆有效营业#你们的万能畅,07-31 11:32:55,32秒,--,--,16501,445,117,Shu Chang
重新认识一下吗？#舒畅#旗袍#你们的万能畅,07-31 10:40:32,25秒,--,--,24312,716,178,Shu Chang
你们想看我直播穿哪套，记得评论区告诉我#舒畅#变装#你们的万能畅,07-30 20:00:25,11秒,--,--,30907,2374,171,Shu Chang
旗袍畅来了#舒畅#旗袍#变装,07-30 16:59:28,12秒,--,--,74898,1942,326,Shu Chang
我也来变个装 #舒畅#旗袍#变装,07-29 21:23:04,7秒,--,--,41771,942,150,Shu Chang
#自制表情包挑战,07-28 09:29:45,15秒,--,--,7733,371,35,Shu Chang
#为河南发声#河南加油,07-25 18:45:25,24秒,--,--,61316,1695,213,Shu Chang
#河南加油 ??,07-22 21:27:19,6秒,--,--,142705,8282,320,Shu Chang
说吧，我是不是你们的万能畅？#你们的万能畅,07-18 18:00:01,12秒,--,--,50039,2379,168,Shu Chang
勇敢畅畅，不怕困难！#你们的万能畅 #搞错了再来  #踩踏变装,07-18 14:00:01,20秒,--,--,32492,898,236,Shu Chang
我穿这个裙子好看吗？#变装#你们的万能畅,07-18 11:39:43,8秒,--,--,57712,1442,257,Shu Chang
你们的工资还想要吗？大家快来直播间～#你们的万能畅 #你礼貌吗,07-18 11:19:22,13秒,--,--,70169,1044,217,Shu Chang
想看我唱跳吗？我们明天见～#格子裤 #明星同款 #今天穿这样 #少女感,07-17 18:07:41,36秒,--,--,10460,404,67,Shu Chang
你们能坚持几首？#忍住不唱不跳,07-17 15:48:25,1分7秒,--,--,51206,1214,367,Shu Chang
和 @凤凰传奇曾毅 一起 #合拍 最近合拍上瘾了??,07-17 15:00:33,39秒,--,--,134668,4065,867,Shu Chang
快来学习一下～～ #拍照 #少女感,07-15 15:07:40,11秒,--,--,20323,673,148,Shu Chang
和 @肖战 一起 #合拍 ??,07-14 00:41:23,28秒,--,--,994080,69375,14742,Shu Chang
#墨镜一戴谁也不爱 #带你去看海 #沙滩?? 你最想见的人，是谁？??,07-08 19:22:37,15秒,--,--,23320,1842,110,Shu Chang
#阳光沙滩海浪 #带你去看海 阳光 海滩 和美女#海浪?? #生活的美无处不在,07-08 19:11:09,44秒,--,--,21064,1292,146,Shu Chang
#结尾亮了 #真快乐 #麻将 #内容过于真实 既然都这样了！你们来看看吧！,06-27 00:55:39,17秒,--,--,24126,949,38,Shu Chang
#舒畅 #傻妞 #结尾亮了 没有睡的你，还不进来聊聊！！！,06-27 00:19:52,26秒,--,--,24044,834,33,Shu Chang
还记得曾经的那个#女孩 嘛？#少女感 #小时候vs现在 #舒畅,06-26 21:09:43,6秒,--,--,73367,2921,98,Shu Chang
#真快乐 #分享美好 #傻妞 #舒畅 要啥都有！还不快来！,06-26 20:38:09,17秒,--,--,11917,360,32,Shu Chang
 #回眸一笑#礼服 #等等我先摆好造型 #气质女神 ,06-26 19:18:30,12秒,--,--,16999,661,74,Shu Chang
快快加入我的步伐#礼服 #跳舞 #t台走秀,06-26 17:02:15,16秒,--,--,60418,1839,154,Shu Chang
比心，你收到了吗#舒畅 #礼服 #变装,06-26 15:55:32,6秒,--,--,64003,1449,170,Shu Chang
快快告诉我，你觉得哪件最近看！！？#舒畅 #礼服 #试纱,06-25 21:57:48,11秒,--,--,250363,57526,528,Shu Chang
考考大家，一共发现了几个细节？#舒畅 #旗袍 #复古民国风 #风情万种 #反转 #港风,06-25 19:10:29,34秒,--,--,30841,1047,64,Shu Chang
6月26号中午12点，让我们一起去去看看“未来的”#傻妞 #舒畅,06-25 17:04:16,26秒,--,--,94100,3990,296,Shu Chang
6月26号中午12点，想与你们来场约会~记得来哦！#等等我先摆好造型 #变装 #魔幻手机,06-24 17:35:00,12秒,--,--,534068,37593,1506,Shu Chang
华人牌2060款手机#傻妞 为您服务！#魔幻手机,06-11 00:04:15,28秒,--,--,158940,6876,425,Shu Chang
同样的日期，承载不同的回忆。#孝庄秘史 #宝莲灯 #魔幻手机,06-10 21:44:36,13秒,--,--,19915,1037,26,Shu Chang
危险危险！危险警报！#好久不见当你看到我出现 #好久不见有明星出现 #舒畅重现魔幻手机,06-10 15:57:42,9秒,--,--,95766,2390,177,Shu Chang
还记得宛如吗？#孝庄秘史,06-10 14:03:45,22秒,--,--,378719,20406,1282,Shu Chang
暴露年龄的一部剧，你看过吗？#抖音618好物节 #魔幻手机 #舒畅,06-10 13:06:04,9秒,--,--,83142,4141,215,Shu Chang
今天是个特殊的日子，你知道吗？#舒畅 #出道变装,06-10 11:57:43,43秒,--,--,18752,879,23,Shu Chang
还记得八妹的愿望是什么吗？#夏日星能量,06-10 09:04:53,22秒,--,--,54042,1942,74,Shu Chang
我觉得没毛病啊??你们是不是也这样？#夏日星能量,06-09 18:49:32,16秒,--,--,20574,901,48,Shu Chang
我的化妆技术怎么样??#妆前妆后,06-08 17:30:37,18秒,--,--,89922,6025,198,Shu Chang
请输入开机密码 ?? #魔幻手机舒畅李滨重聚,06-02 16:48:09,14秒,--,--,803659,51476,3075,Shu Chang
,06-02 13:21:23,20秒,--,--,2368883,142358,9374,Shu Chang
舒畅小朋友祝大家：六一儿童节快乐！#用爱守护快乐成长,06-01 14:57:45,18秒,--,--,39167,1773,66,Shu Chang
,,,,,,,,
其实黑色是我衣橱里最多的颜色#小香风外套 #韩系穿搭 #黑色系 #游鹿鹿,08-31 22:08:19,16秒,--,--,12481,380,131,Lovemimius
小香风的棉服真的是惊艳到我了#温柔风穿搭 #小香风外套 #高级感穿搭 #游鹿鹿 #抖音中秋礼遇季,08-31 20:03:35,10秒,--,--,8778,355,196,Lovemimius
鞋子都是心头爱！每个都好漂亮#高级感穿搭 #韩系穿搭 #今天穿这样 #游鹿鹿,08-31 18:51:48,12秒,--,--,13806,456,370,Lovemimius
宝贝们快见面了！#温柔风穿搭 #韩系穿搭 #高级感穿搭 #游鹿鹿,08-31 12:48:37,12秒,--,--,22159,1074,1101,Lovemimius
秋天就是毛衣的季节呀#小香风外套 #韩系穿搭 #温柔风穿搭 #高级感穿搭 #游鹿鹿,08-30 19:44:26,16秒,--,--,10376,758,228,Lovemimius
好看的衣服真的太多啦#韩系穿搭 #温柔风穿搭 #高级感穿搭 #游鹿鹿 #抖音中秋礼遇季,08-30 15:04:00,16秒,--,--,21975,1228,1227,Lovemimius
偶尔也需要一点小众的衣服#韩系穿搭 #小香风外套 #温柔风穿搭 #高级感穿搭 #游鹿鹿,08-29 19:37:26,10秒,--,--,13819,519,272,Lovemimius
沉浸式开箱的快乐#小香风外套 #高级感穿搭 #温柔风穿搭 #游鹿鹿,08-29 09:58:50,10秒,--,--,20575,836,564,Lovemimius
我可太喜欢这件风衣了！#高级感穿搭 #韩系穿搭 #风衣 #游鹿鹿 #温柔风穿搭,08-28 09:43:02,11秒,--,--,2471,554,454,Lovemimius
开始期待穿秋装了#韩系穿搭 #高级感穿搭 #温柔风穿搭 #今天穿这样 #游鹿鹿,08-28 07:10:17,10秒,--,--,8876,471,437,Lovemimius
每天都想做个精致的女孩子#小香风外套 #高级感穿搭 #韩系穿搭 #游鹿鹿,08-27 20:09:58,13秒,--,--,4816,512,361,Lovemimius
我永远都是你的小可爱啊！#韩系穿搭 #高级感穿搭 #游鹿鹿 #宝藏鞋子,08-27 18:19:04,10秒,--,--,10178,450,307,Lovemimius
秋天到了 该翻篇了#韩系穿搭 #温柔风穿搭 #高级感穿搭 #游鹿鹿,08-27 15:58:29,27秒,--,--,10254,1066,663,Lovemimius
无法拒绝的蕾丝衬衫们#小香风外套 #高级感穿搭 #温柔风穿搭 #韩系穿搭 #游鹿鹿,08-27 12:08:18,10秒,--,--,12422,358,183,Lovemimius
两个颜色无法抉择的天秤座 #小香风外套 #温柔风穿搭 #高级感穿搭 #游鹿鹿 #守护美丽河湖,08-27 08:31:24,10秒,--,--,12226,571,410,Lovemimius
这一套真的是深深的打动了我的心脏#高级感穿搭 #韩系穿搭 #游鹿鹿,08-26 20:29:48,12秒,--,--,12289,674,252,Lovemimius
经典的黑白色系是永远不会出错的#高级感穿搭 #温柔风穿搭 #小香风外套 #游鹿鹿,08-26 18:15:55,11秒,--,--,8372,423,239,Lovemimius
姐妹们想要的衣服还缺哪些 陆续都在返现货最后一次#韩系穿搭 #温柔风穿搭 #高级感穿搭 #游鹿鹿,08-26 12:41:38,10秒,--,--,1682,1169,270,Lovemimius
有谁不爱小猫小狗的呢#温柔风穿搭 #韩系穿搭 #高级感 #卫衣穿搭 #游鹿鹿,08-25 20:43:27,7秒,--,--,12350,609,395,Lovemimius
有谁能拒绝条纹啊 太经典了#小香风外套 #高级感穿搭 #条纹控 #游鹿鹿,08-25 12:34:37,10秒,--,--,2122,431,274,Lovemimius
让人一眼心动的格子西装#格子控 #韩系穿搭 #高级感穿搭 #游鹿鹿,08-25 10:32:29,9秒,--,--,1846,266,251,Lovemimius
我真的有太多的东西了 #温柔风穿搭 #宝藏鞋子 #韩系穿搭 #游鹿鹿,08-25 07:07:40,11秒,--,--,7785,635,366,Lovemimius
喜欢哪件告诉我喔#高级感穿搭 #小香风外套 #温柔风穿搭 #游鹿鹿,08-24 21:03:16,11秒,--,--,8546,430,183,Lovemimius
永不过时的黑白经典#韩系穿搭 #高级感穿搭 #小香风外套 #高级感 #游鹿鹿,08-24 17:57:53,14秒,--,--,16601,579,463,Lovemimius
女孩子就应该每天不一样的风格吧#韩系穿搭 #温柔风穿搭 #高级感穿搭 #游鹿鹿,08-24 12:52:24,16秒,--,--,12233,919,758,Lovemimius
粉色和白色 帮我选选吧！#韩系穿搭 #温柔风穿搭 #高级感穿搭 #游鹿鹿,08-24 09:36:14,8秒,--,--,11441,1126,419,Lovemimius
开始期待我们的秋冬天！#韩系穿搭 #高级感穿搭 #小香风外套 #温柔风穿搭 #游鹿鹿,08-23 19:51:21,9秒,--,--,13110,757,295,Lovemimius
先简单的带你们看看冰山一角吧#韩系穿搭 #温柔风穿搭 #高级感穿搭 #游鹿鹿,08-23 14:41:04,16秒,--,--,6528,845,775,Lovemimius
我的胖子自己什么都舍不得买，给我爱买一堆#韩系穿搭 #温柔风穿搭 #游鹿鹿 #高级感穿搭,08-23 09:14:48,15秒,--,--,15614,791,319,Lovemimius
这件千鸟格的羊毛西装，又是一件宝藏#格子控 #韩系穿搭 #高级感穿搭 #游鹿鹿,08-22 19:55:41,13秒,--,--,16955,804,446,Lovemimius
找了很久的一件小狗开衫#高级感穿搭 #韩系穿搭 #每日穿搭 #游鹿鹿,08-22 16:16:55,9秒,--,--,6148,649,241,Lovemimius
这个配色 心都要融化了#韩系穿搭 #温柔风穿搭 #高级感穿搭 #小香风 #游鹿鹿,08-21 11:59:31,9秒,--,--,12442,845,378,Lovemimius
小香风真的是经典啊！#高级感穿搭 #每日穿搭 #温柔风穿搭 #小香风 #游鹿鹿,08-20 22:48:54,12秒,--,--,10124,550,276,Lovemimius
高级感配色的学院风 爱了吗#高级感穿搭 #韩系穿搭 #学院风穿搭 #西装搭配 #游鹿鹿,08-19 12:56:34,9秒,--,--,15256,1442,1158,Lovemimius
听说大家还想要的衣服是这些#高级感穿搭 #韩系穿搭 #温柔风穿搭 #游鹿鹿,08-18 11:27:29,12秒,--,--,2836,1049,431,Lovemimius
每天都要生活的开开心心的 美美哒#恋爱日常 #宝藏鞋子 #高级感穿搭 #游鹿鹿,08-18 07:07:24,16秒,--,--,8936,612,311,Lovemimius
来自一个直男老公的摄影作品#韩系穿搭 #每日穿搭 #温柔风穿搭 #游鹿鹿,08-17 20:36:22,10秒,--,--,24843,1338,1049,Lovemimius
对小香就是无法抗拒啊！#高级感穿搭 #温柔风穿搭 #每日穿搭 #游鹿鹿,08-17 17:46:55,13秒,--,--,9515,826,586,Lovemimius
一眼就心动的肯定是最好的#韩系穿搭 #高级感穿搭 #温柔风穿搭 #游鹿鹿,08-17 12:49:01,13秒,--,--,13617,1258,1027,Lovemimius
天秤座的女生都是细节控吧！#高级感穿搭 #韩系穿搭 #西装搭配 #游鹿鹿,08-17 09:23:08,10秒,--,--,15297,1107,717,Lovemimius
每天都要保持最美的状态呀！#高级感穿搭 #每日穿搭 #游鹿鹿,08-16 19:37:07,9秒,--,--,14969,521,191,Lovemimius
日常又好穿的一定是小香风毛衣了#每日穿搭 #高级感穿搭 #温柔风穿搭 #针织开衫 #游鹿鹿,08-16 12:41:09,12秒,--,--,10967,834,322,Lovemimius
高质量女性选择的衬衫 哈哈哈#高级感穿搭 #每日穿搭 #衬衫控 #游鹿鹿,08-16 10:16:24,14秒,--,--,1989,1370,460,Lovemimius
18号想要什么衣服呢！#韩系穿搭 #温柔风穿搭 #游鹿鹿,08-15 17:49:09,13秒,--,--,13071,4750,697,Lovemimius
定制了两个月的彩虹纱线总算见面了#每日穿搭 #韩系穿搭 #毛衣控 #游鹿鹿,08-15 12:42:38,11秒,--,--,1963,874,244,Lovemimius
我怎么会这么喜欢衬衫和马甲呢#高级感穿搭 #韩系穿搭 #温柔风穿搭 #游鹿鹿,08-15 09:54:40,8秒,--,--,2153,545,452,Lovemimius
遇到你的每一天都情人节#恋爱日常 #温柔风穿搭 #游鹿鹿,08-15 07:16:00,17秒,--,--,9220,259,144,Lovemimius
大家情人节快乐呀！#温柔风穿搭 #每日穿搭 #七夕我想对你说 #恋爱日常 #游鹿鹿,08-14 19:27:23,11秒,--,--,13394,468,310,Lovemimius
基础的经典款其实也很好看#高级感穿搭 #韩系穿搭 #温柔风穿搭 #游鹿鹿,08-14 16:04:36,12秒,--,--,12925,668,463,Lovemimius
最喜欢的大衣就是这件了#高级感穿搭 #每日穿搭 #温柔风穿搭 #韩系穿搭 #时尚皮草,08-14 12:50:35,8秒,--,--,24127,1166,1103,Lovemimius
这西装的细节真的是无法拒绝了#恋爱日常 #七夕我想对你说 #高级感穿搭 #游鹿鹿,08-14 09:04:11,15秒,--,--,27627,890,775,Lovemimius
来一组休闲一点的吧#韩系穿搭 #每日穿搭 #游鹿鹿 #高级感穿搭,08-13 20:34:46,8秒,--,--,18854,516,225,Lovemimius
我的七夕节礼物真的来的来不容易啦！#韩系穿搭 #温柔风穿搭 #高级感穿搭 #游鹿鹿,08-13 18:59:37,20秒,--,--,17952,988,598,Lovemimius
秋天第一条连衣裙就交给我吧！#温柔风穿搭 #韩系穿搭 #高级感穿搭 #游鹿鹿,08-13 09:42:15,9秒,--,--,15637,944,558,Lovemimius
自己设计的卫衣套装 真的惊艳到了！#温柔风穿搭 #高级感穿搭 #韩系穿搭 #游鹿鹿,08-12 22:35:10,11秒,--,--,11298,730,174,Lovemimius
这应该是我今年见过最美好的衬衫了#温柔风穿搭 #韩系穿搭 #高级感穿搭 #游鹿鹿,08-11 10:20:20,11秒,--,--,18370,819,482,Lovemimius
其实这种基础经典气质型的款式我也很多，只是很少发视频#韩系穿搭 #高级感穿搭 #游鹿鹿,08-11 07:11:15,9秒,--,--,6478,535,289,Lovemimius
每天都要过的很精致呀！#温柔风穿搭 #高级感穿搭 #韩系穿搭 #游鹿鹿,08-10 20:30:24,11秒,--,--,16289,594,391,Lovemimius
已经开始期待我们的冬天啦！#每日穿搭 #格子控 #高级感穿搭 #游鹿鹿,08-10 17:54:09,16秒,--,--,24054,1224,1001,Lovemimius
好看的衣服真的是太多了！都不知道从哪开始了#温柔风穿搭 #高级感穿搭 #游鹿鹿,08-10 13:17:32,10秒,--,--,19583,734,551,Lovemimius
日常穿搭分享！期待的秋冬不远啦#每日穿搭 #温柔风穿搭 #高级感穿搭 #游鹿鹿,08-10 09:54:24,10秒,--,--,13364,542,268,Lovemimius
好看的衣服真的让人心情很愉悦！#韩系穿搭 #高级感穿搭 #温柔风穿搭 #游鹿鹿,08-09 19:58:31,9秒,--,--,14521,622,283,Lovemimius
今天又是个精致的女孩子呀#高级感穿搭 #每日穿搭 #韩系穿搭 #游鹿鹿,08-09 18:21:32,18秒,--,--,3988,778,358,Lovemimius
纯手工的毛衣 搭配任何外套都会变得更精致#高级感穿搭 #韩系穿搭 #每日穿搭 #游鹿鹿,08-09 12:01:51,8秒,--,--,14441,589,291,Lovemimius
